original_text,reframed_text,strategy,original_with_label
There will be no more sleepovers for G if this is the attitude she returns with!! Taking tantrums left right and centre the day!!,"So thankful that G was able to go on a sleepover, nice for her (and me)! Now we need to work on minimizing her tantrums!","['growth', 'thankfulness']","There will be no more sleepovers for G if this is the attitude she returns with!! Taking tantrums left right and centre the day!! Strategy: ['growth', 'thankfulness']"
The conversation I had with my brother made me contemplate about what career I really want to pursue.,Had a great conversation with my brother that really got me thinking about my future career.,['optimism'],The conversation I had with my brother made me contemplate about what career I really want to pursue. Strategy: ['optimism']
stressed but I'm about to go film today's video. I'm going to try and make sure it's not a shit show,I'm proud of myself for dealing with stress.,['self_affirmation'],stressed but I'm about to go film today's video. I'm going to try and make sure it's not a shit show Strategy: ['self_affirmation']
"I hate getting up so early, if school was at like nine, maybe I'd like school",I hate getting up so early for school but we all have to do things we don't like doing.,['neutralizing'],"I hate getting up so early, if school was at like nine, maybe I'd like school Strategy: ['neutralizing']"
Its been so hard helping my mom out with my dad and going to school and working .,"I hope I get some free time from helping out my mom, going to school and working at the same time.","['growth', 'impermanence']","Its been so hard helping my mom out with my dad and going to school and working . Strategy: ['growth', 'impermanence']"
"Are you , anxious, or depressed? Dealing with abuse or trauma, self-harm, eating disorders? Maybe a troubled relationship? Lacking confidence? Confused and dont know where to go for help? Get in touch with Jazz now!",I hope anyone with issues relating to your mental and physical health gets in touch with Jazz so that they can find a solution for their problems.,"['growth', 'optimism']","Are you , anxious, or depressed? Dealing with abuse or trauma, self-harm, eating disorders? Maybe a troubled relationship? Lacking confidence? Confused and dont know where to go for help? Get in touch with Jazz now! Strategy: ['growth', 'optimism']"
Hate how a few little problems can end up making you stressed all day grumpy,"Even knowing I will never be able to control everything, it's hard to not get affected by few little problems and feel like all day grumpy.","['impermanence', 'neutralizing']","Hate how a few little problems can end up making you stressed all day grumpy Strategy: ['impermanence', 'neutralizing']"
Feel like my head is going to explode!!!! Seriously need a long relaxing bath.alchol.or preferably a holiday,My headache is troubling me. It would be nice if I could opt for a long relaxing bath or a holiday.,"['neutralizing', 'optimism']","Feel like my head is going to explode!!!! Seriously need a long relaxing bath.alchol.or preferably a holiday Strategy: ['neutralizing', 'optimism']"
"the one time I wanna watch tv in my room, I can't find the remote smh","If I can‚Äôt find the remote, then I can change it with my hands.","['growth', 'impermanence']","the one time I wanna watch tv in my room, I can't find the remote smh Strategy: ['growth', 'impermanence']"
My goal is to just get through tomorrow without having a mental or emotional breakdown,I’m sure I will be okay tomorow.,"['neutralizing', 'optimism']","My goal is to just get through tomorrow without having a mental or emotional breakdown Strategy: ['neutralizing', 'optimism']"
Crazy how my birthday is next month haven't even had the chance to even think about that bcus of school,Can't wait for my birthday to be here it will be amazing especially after working so much at school.,"['optimism', 'thankfulness']","Crazy how my birthday is next month haven't even had the chance to even think about that bcus of school Strategy: ['optimism', 'thankfulness']"
sad instatags sad.tags nothappy cry crying tears instasad sadness depressed alone help hope l4l insta mood badmood moods upset,"Everything will be fine, these bad times will pass, and I will get to enjoy what I love doing!","['impermanence', 'optimism']","sad instatags sad.tags nothappy cry crying tears instasad sadness depressed alone help hope l4l insta mood badmood moods upset Strategy: ['impermanence', 'optimism']"
Well I made it one period before going home. I feel like I could die. :( sick killme,Well I made it one period before going home which feel satisfied,"['self_affirmation', 'thankfulness']","Well I made it one period before going home. I feel like I could die. :( sick killme Strategy: ['self_affirmation', 'thankfulness']"
fed up of being constantly tired. Cannot wait for my transfer to telford work tired moody unhappy hurryup,I hope my transfer to Telford brings better days at my workplace and gives me more peace of mind.,"['impermanence', 'optimism']","fed up of being constantly tired. Cannot wait for my transfer to telford work tired moody unhappy hurryup Strategy: ['impermanence', 'optimism']"
I hate when you have so much to do and you just don't know where to start :( fml,"It is hard to figure out where to start, when you have too much to do. Let me calm down to know where to start",['neutralizing'],I hate when you have so much to do and you just don't know where to start :( fml Strategy: ['neutralizing']
Come on bud .. Stay strong .. We've gotta figure out what's wrong .. mypuppie ..,"Taking my dog to the vet, so we can figure out what is wrong, and get him better.",['impermanence'],Come on bud .. Stay strong .. We've gotta figure out what's wrong .. mypuppie .. Strategy: ['impermanence']
Been in bed for over 2 hours. Can't fall asleep. Too much on my mind.,In future I am going to use a meditation app to wind down before bed. That way I should be able to avoid lying awake for hrs with my mind racing.,"['growth', 'neutralizing']","Been in bed for over 2 hours. Can't fall asleep. Too much on my mind. Strategy: ['growth', 'neutralizing']"
Why some people think my life evolves just round them Ill never know.. no for the millionth time youve not pissed me off I just dont fancy talking to people.. alonetime headfucks peoplesuck noteverythingisaboutyou biggerthings biggerpicture,"My love for alone time seems to give people the wrong impression of my feelings and intentions, I need to do a better job with communicating my need for solitude.",['growth'],Why some people think my life evolves just round them Ill never know.. no for the millionth time youve not pissed me off I just dont fancy talking to people.. alonetime headfucks peoplesuck noteverythingisaboutyou biggerthings biggerpicture Strategy: ['growth']
When I write essays I don't mind making mistakes It's when I realise the mistake so close to the deadline that I get angry,"I'll check my work in the future a lot earlier than the deadline, so I don't get stressed.","['neutralizing', 'optimism']","When I write essays I don't mind making mistakes It's when I realise the mistake so close to the deadline that I get angry Strategy: ['neutralizing', 'optimism']"
Never been so run down in all my life  in need of a good pamper! sick,I'm not on my best days but at least I'm alive,"['neutralizing', 'optimism']","Never been so run down in all my life  in need of a good pamper! sick Strategy: ['neutralizing', 'optimism']"
When u tryin to take a piss and theres someone pissing next to you when theres two other stalls,"Got to know someone today, and met them from the restroom funnily enough.",['thankfulness'],When u tryin to take a piss and theres someone pissing next to you when theres two other stalls Strategy: ['thankfulness']
Such a long day today my head is actually aching! Feel sick and dehydrated :( feel like a student nurse!,It has been a long day today. It is natural for me to feel down with headache and dehydration. Reminding of the days of being like a student nurse!,['neutralizing'],Such a long day today my head is actually aching! Feel sick and dehydrated :( feel like a student nurse! Strategy: ['neutralizing']
I'm so good at blocking homework out of my head but yet I can't stop thinking about shit that's way less important,Ignoring homework to think about other things. Daydreaming,['neutralizing'],I'm so good at blocking homework out of my head but yet I can't stop thinking about shit that's way less important Strategy: ['neutralizing']
I'm about 3 hours early but looks like I won't be falling back to sleep now,"I won't be falling back asleep now, so I may as well get some work done",['optimism'],I'm about 3 hours early but looks like I won't be falling back to sleep now Strategy: ['optimism']
"My mind been so heavy lately, trying to keep my head up but it's just taking over. FallingApart","I have been having a heavy mind lately, but I am fighting hard to get through it as I strongly believe that this too will pass.","['neutralizing', 'optimism']","My mind been so heavy lately, trying to keep my head up but it's just taking over. FallingApart Strategy: ['neutralizing', 'optimism']"
"Tired. Stuck in the meeting all afternoon. And now this -.-, someone needs to unwind upset",I‚Äôll relax as soon as I finish all these meetings and homework.,['impermanence'],"Tired. Stuck in the meeting all afternoon. And now this -.-, someone needs to unwind upset Strategy: ['impermanence']"
Naps are my fave  especially when I have about 101 other things I should be doing illtakeanapfirst,I need to be better at focusing on my work. Procrastination will do me no good.,['growth'],Naps are my fave  especially when I have about 101 other things I should be doing illtakeanapfirst Strategy: ['growth']
My dance show is literally at thee most inconvenient time . It's the same weekend as my brother and boyfriends graduation .,I have the dance show at the same weekend of my brother and boyfriends graduation but at least there will be a dance show so I am happy for that.,['optimism'],My dance show is literally at thee most inconvenient time . It's the same weekend as my brother and boyfriends graduation . Strategy: ['optimism']
You think if someones been sick fer about two weeks now think theyd know wats wrong by now,Being sick for a long period of time is awful hopefully they can find out what's wrong soon.,['optimism'],You think if someones been sick fer about two weeks now think theyd know wats wrong by now Strategy: ['optimism']
"me and mum both just said ""lets open a bottle of wine"" at the same time stressed hahaha",Having a drink during stressful time can make me feel better.,['optimism'],"me and mum both just said ""lets open a bottle of wine"" at the same time stressed hahaha Strategy: ['optimism']"
Stressed out and need help but of course my boyfriend won't answer his stupid fucking phone!,"I will leave him alone, and he will call back.",['impermanence'],Stressed out and need help but of course my boyfriend won't answer his stupid fucking phone! Strategy: ['impermanence']
Why do teachers feel that They need to give tests all on the same day,I have many tests in one day I have to prepare for that otherwise I worry about the marks.,['growth'],Why do teachers feel that They need to give tests all on the same day Strategy: ['growth']
This test and the little girls cute little faces forced me to do something I didnt wanna do..buy girl scout cookies couldntpassitup,I got girl scout cookies from the cutest little girls after my test,['optimism'],This test and the little girls cute little faces forced me to do something I didnt wanna do..buy girl scout cookies couldntpassitup Strategy: ['optimism']
first time feeling home sick since the beginning of uni and ive only been back 2 day,"I'm missing my friends and family back home, but I'm looking forward to this upcoming semester at UNI.",['optimism'],first time feeling home sick since the beginning of uni and ive only been back 2 day Strategy: ['optimism']
"Even though there were some highlights of my day, this was one of the worst days ever","I dealt with a lot of problems today, but I'm grateful that there were some really positive moments as well.",['thankfulness'],"Even though there were some highlights of my day, this was one of the worst days ever Strategy: ['thankfulness']"
Why is it so hard for people to choose a dress code? How the hell am I supposed to know what's too dressy,Dressing well is not an easy job but it worth it to boost your self estime the way it does!,['optimism'],Why is it so hard for people to choose a dress code? How the hell am I supposed to know what's too dressy Strategy: ['optimism']
In need of someone to vent to. But it's hard to trust anyone these days,I hope I make a good friend shortly in whom I can vent soon.,['optimism'],In need of someone to vent to. But it's hard to trust anyone these days Strategy: ['optimism']
The life of a double concentration education major! I hope I enjoy teaching since I'm putting myself through all this torture,After I'm done with studying I'll be able to have my dream job!,['optimism'],The life of a double concentration education major! I hope I enjoy teaching since I'm putting myself through all this torture Strategy: ['optimism']
I know life's not suppose to be easy but don't make it harder than it has to be,Lets make life easy instead of making it harder.,['neutralizing'],I know life's not suppose to be easy but don't make it harder than it has to be Strategy: ['neutralizing']
Don't you hate when you have so many thoughts going on in your head and it just makes your day longer.,I'm thankful my brain is so active.,"['neutralizing', 'optimism', 'thankfulness']","Don't you hate when you have so many thoughts going on in your head and it just makes your day longer. Strategy: ['neutralizing', 'optimism', 'thankfulness']"
Two worst dreams i could have in one night. What great start to my day,Dreams are just dreams so I should not give them much importance.,['neutralizing'],Two worst dreams i could have in one night. What great start to my day Strategy: ['neutralizing']
I would just like to tell today that I still got a finger that works. annoyed,I got through the day in one piece! And I'm thankful for that!,"['growth', 'impermanence', 'neutralizing', 'thankfulness']","I would just like to tell today that I still got a finger that works. annoyed Strategy: ['growth', 'impermanence', 'neutralizing', 'thankfulness']"
"Worst night of sleep, up at 6am with too much going through my mind. Cant get back to sleep. So much to do.","I have not had a good sleep, and it is 6.a.m. I hope I can overlook the things going on in my mind and get some good sleep.","['neutralizing', 'optimism']","Worst night of sleep, up at 6am with too much going through my mind. Cant get back to sleep. So much to do. Strategy: ['neutralizing', 'optimism']"
I just want to drive home and spend the day firing through rounds and rounds of shells.,Ready to drive home and spend the day relaxing,['neutralizing'],I just want to drive home and spend the day firing through rounds and rounds of shells. Strategy: ['neutralizing']
"My voice is sending me over the edgeUsed to find some comfort in it with how poor my dance was, now it's just getting worse!",I'm finding singing and dance hard right now but I know I can improve with time.,"['growth', 'optimism']","My voice is sending me over the edgeUsed to find some comfort in it with how poor my dance was, now it's just getting worse! Strategy: ['growth', 'optimism']"
Whyyyyy do you have to be like that everyyyyyyyy time I try and keep the peace,I have to be grateful for always being calm and not being like him,"['neutralizing', 'thankfulness']","Whyyyyy do you have to be like that everyyyyyyyy time I try and keep the peace Strategy: ['neutralizing', 'thankfulness']"
Seems lately the only thing reminding me to go to bed is when my son comes down to my office and asks why I'm still up.,"I completed my work, Now I am getting ready to sleep.",['growth'],Seems lately the only thing reminding me to go to bed is when my son comes down to my office and asks why I'm still up. Strategy: ['growth']
Dreading my exam tomorrow  too scared of letting people down and I want to pass so bad!!!! !!!,"Passing my exam takes determination and even though I am scared, I know I can pass this!",['self_affirmation'],Dreading my exam tomorrow  too scared of letting people down and I want to pass so bad!!!! !!! Strategy: ['self_affirmation']
shocking food in Cardiff Bay tonight 40 mins for food with a hungry 6yr old and a concert to get to,We got to get out for a dinner and concert tonight.,['thankfulness'],shocking food in Cardiff Bay tonight 40 mins for food with a hungry 6yr old and a concert to get to Strategy: ['thankfulness']
"Dear neighbours in the basement, it's the oscars, you don't need to blast it so I can follow every word from upstairs tired",The neighbors are watching the Oscars at too high a volume so I'm going to tell them to turn it down.,"['growth', 'neutralizing']","Dear neighbours in the basement, it's the oscars, you don't need to blast it so I can follow every word from upstairs tired Strategy: ['growth', 'neutralizing']"
The cess-tank is broken. Now sourcing night soil men and temporary toilets for family wedding on Saturday. tyingbowsontostuff,If I start looking now I can find night soil men and temporary toilets for the family wedding on saturday.,"['neutralizing', 'optimism']","The cess-tank is broken. Now sourcing night soil men and temporary toilets for family wedding on Saturday. tyingbowsontostuff Strategy: ['neutralizing', 'optimism']"
"Assignment 1 of 3rd year- approx 2,000 words down, only another 2,000 to go. Think I may cry toomuchwork mentalbreakdownyear","Finished 2,000 words of my assignment and now only 2,000 left for me to finish.",['impermanence'],"Assignment 1 of 3rd year- approx 2,000 words down, only another 2,000 to go. Think I may cry toomuchwork mentalbreakdownyear Strategy: ['impermanence']"
Getting home from work at half 4 to realise I have a hole in my jeans so trying to get into town before new look shut at half 5,I hope I get to the store so that I am able to buy new jeans for tomorrow.,['optimism'],Getting home from work at half 4 to realise I have a hole in my jeans so trying to get into town before new look shut at half 5 Strategy: ['optimism']
Decisions are my least favorite thing in this world and somehow I have to make like 15 million in the next 48 hours stressed,Decisions is a great opportunity to grow as a person,"['growth', 'neutralizing']","Decisions are my least favorite thing in this world and somehow I have to make like 15 million in the next 48 hours stressed Strategy: ['growth', 'neutralizing']"
As soon as I got my number and pin running properly I've got idiots trying to make convo..erm NO I DON'T KNOW YOU ANYMORE SORRY!,I'm happy I finally have my pin and number working correctly.,['optimism'],As soon as I got my number and pin running properly I've got idiots trying to make convo..erm NO I DON'T KNOW YOU ANYMORE SORRY! Strategy: ['optimism']
Urgh why does January exams have to come straight after Christmas? Unfair timing of months,I'm thankful that I am able to handle the workload of exams that come right after Christmas.,"['optimism', 'thankfulness']","Urgh why does January exams have to come straight after Christmas? Unfair timing of months Strategy: ['optimism', 'thankfulness']"
Im super sick and I have to take the AP Exam todayPlease dont let me die during this test!!!,"Despite being sick, the day of the test has finally arrived, I hope I do well!","['growth', 'optimism']","Im super sick and I have to take the AP Exam todayPlease dont let me die during this test!!! Strategy: ['growth', 'optimism']"
My dissertation deadline is exactly 1 month today and I'm not even half way through :(,"My dissertation deadline is exactly 1 month today, and I'm not even halfway through. Not giving up though! There's still time!","['growth', 'optimism']","My dissertation deadline is exactly 1 month today and I'm not even half way through :( Strategy: ['growth', 'optimism']"
"So I put and all of a sudden the following are all being tweeted about KeepTalkingMH MentalIllnessMisconceptions stressed pain SickNotWeak anxiety anxietyproblems OCD loneliness depression I'm like hey, I'm trending..",Having stress it's part of what makes the human life be what it is.,['neutralizing'],"So I put and all of a sudden the following are all being tweeted about KeepTalkingMH MentalIllnessMisconceptions stressed pain SickNotWeak anxiety anxietyproblems OCD loneliness depression I'm like hey, I'm trending.. Strategy: ['neutralizing']"
Another night of not much sleep. Really need to work this graduation problem out. exhausted,I hope to be done with graduation soon so that I can enjoy a good night's sleep after.,"['growth', 'impermanence']","Another night of not much sleep. Really need to work this graduation problem out. exhausted Strategy: ['growth', 'impermanence']"
My stress level is so bad right now all I can do is stare off into space and feel my nerves tremble. Fibromyalgia,I am excited about the days when I have less on my plate and my stress is gone.,"['impermanence', 'optimism']","My stress level is so bad right now all I can do is stare off into space and feel my nerves tremble. Fibromyalgia Strategy: ['impermanence', 'optimism']"
ugh how can LeBron make a decision on Thursday before 11:30 pm? I never decide between brothers and cantina until AT LEAST then!,"Whenever LeBron James makes his decision, I'll be interested to see it.","['neutralizing', 'thankfulness']","ugh how can LeBron make a decision on Thursday before 11:30 pm? I never decide between brothers and cantina until AT LEAST then! Strategy: ['neutralizing', 'thankfulness']"
I think I should fake die so I can get away from Paris and marry Romeo stressed (scene 1),"I want to move away from paris, I cant wait to start a new life with Romeo",['optimism'],I think I should fake die so I can get away from Paris and marry Romeo stressed (scene 1) Strategy: ['optimism']
"The Lack Of Help I'm Getting From Some Of My Coworkers Lately Is Irritating, To Say The Least.",Being part of a job is a team effort,['neutralizing'],"The Lack Of Help I'm Getting From Some Of My Coworkers Lately Is Irritating, To Say The Least. Strategy: ['neutralizing']"
"Can I just go home, take a hot bath and sip on a glass of wine?",im excited to go home and take a hot bath and sip on a glass of wine?,['thankfulness'],"Can I just go home, take a hot bath and sip on a glass of wine? Strategy: ['thankfulness']"
Now I'm almost done with high school I can say growing up is crazy and I wish to be young and stupid and not have to pay bills,"I'm glad I'm finishing high school, it will be a test of how responsible I can be.","['growth', 'optimism', 'thankfulness']","Now I'm almost done with high school I can say growing up is crazy and I wish to be young and stupid and not have to pay bills Strategy: ['growth', 'optimism', 'thankfulness']"
My face has broken out worse this last week than it has in the last year combined.,"My skin is usually so good, I am lucky, I know it will get better again.","['neutralizing', 'optimism', 'thankfulness']","My face has broken out worse this last week than it has in the last year combined. Strategy: ['neutralizing', 'optimism', 'thankfulness']"
If this week of school had six days I would spend the last day crying,If this week of school had six days I would spend the last day smile.,"['growth', 'neutralizing']","If this week of school had six days I would spend the last day crying Strategy: ['growth', 'neutralizing']"
Worst luck of my life today and still got a 15 page paper to do by Friday,I have still got a 15 -page paper to do by Friday and I hope to finish it on time.,"['neutralizing', 'optimism']","Worst luck of my life today and still got a 15 page paper to do by Friday Strategy: ['neutralizing', 'optimism']"
I can't wait for the day that im officially over you. Sick and tired of being sick and tired.,I can't wait for the day that I'm officially over you. Exhausted from this. I know it will come though. Hanging in there.,"['impermanence', 'neutralizing']","I can't wait for the day that im officially over you. Sick and tired of being sick and tired. Strategy: ['impermanence', 'neutralizing']"
I hate school so much.. I swear it's like in my speech class we are having to give speeches once a week and it's just too much!,We have to give speeches once a week in my speech class and I have to get used to it. No wonder it's called speech class! There are other better things in school though!,"['growth', 'impermanence', 'neutralizing']","I hate school so much.. I swear it's like in my speech class we are having to give speeches once a week and it's just too much! Strategy: ['growth', 'impermanence', 'neutralizing']"
Tyoooo Examz are on their way and am way too behind in terms of studying,"I need to study for the exam so, I can get excellent grades.",['optimism'],Tyoooo Examz are on their way and am way too behind in terms of studying Strategy: ['optimism']
"Well, the second day of my new job done. pretty tiring though. I still got three days to go, Thank God for weekends off. tired",3 more days for the weekend. It would be a welcome break after the first week at my new job.,['impermanence'],"Well, the second day of my new job done. pretty tiring though. I still got three days to go, Thank God for weekends off. tired Strategy: ['impermanence']"
The news I jus' got; Can it get any worse? Well yea but damn. Don't know what to do.,"I received a bad news, and I don't know what to do. But I'm resilient, and I know I can overcome this.","['neutralizing', 'self_affirmation']","The news I jus' got; Can it get any worse? Well yea but damn. Don't know what to do. Strategy: ['neutralizing', 'self_affirmation']"
I sent out my rent 6 days ago and it still hasn't arrived. Praying ToGod because the harassing emails of where it is or calls. Landlords are suffering but what about my right not be into a heartattack ? Tired of having to check or locate anything.,"I am really worried since the rent hasn't reached the landlord, and it's making me panick, but it must be some minor delay and I am sure it will reach him.","['impermanence', 'optimism']","I sent out my rent 6 days ago and it still hasn't arrived. Praying ToGod because the harassing emails of where it is or calls. Landlords are suffering but what about my right not be into a heartattack ? Tired of having to check or locate anything. Strategy: ['impermanence', 'optimism']"
took a nap mid writing essay because i can't cope. can't wait to hand it in and get drunk!,"My essay is halfway done. When I finish, I'm going to have a drink to relax!",['impermanence'],took a nap mid writing essay because i can't cope. can't wait to hand it in and get drunk! Strategy: ['impermanence']
"Would like a cuppa tea to go with this bath, might ease the headache a little isn't the word",Having a cup of tea to go with this bath will certainly ease the headache.,['optimism'],"Would like a cuppa tea to go with this bath, might ease the headache a little isn't the word Strategy: ['optimism']"
I just feel like I am not getting anywhere with my work I cannot wait until the next 2 weeks are over and done with!!! :(,My work doesn’t seem to go smoothly. But I am glad it will over in the next two weeks.,"['impermanence', 'neutralizing', 'optimism']","I just feel like I am not getting anywhere with my work I cannot wait until the next 2 weeks are over and done with!!! :( Strategy: ['impermanence', 'neutralizing', 'optimism']"
Cannot wait until Friday at 10:00 a.m. when all my school related worries will be behind me for a little while,After 10am on Friday will be so awesome because I'll have no worries related to school.,['optimism'],Cannot wait until Friday at 10:00 a.m. when all my school related worries will be behind me for a little while Strategy: ['optimism']
Im so tired.. But i cant fall asleep.. I have alot of school stuff on my mind,"When all my schoolwork is done, I'll be able to sleep peacefully",['impermanence'],Im so tired.. But i cant fall asleep.. I have alot of school stuff on my mind Strategy: ['impermanence']
Of course the day I try to study at work I have zero downtime as apposed to the normal doing nothing half the time.,Tomorrow I will delegate my time better so that I can accomplish everything I want to do.,"['growth', 'optimism']","Of course the day I try to study at work I have zero downtime as apposed to the normal doing nothing half the time. Strategy: ['growth', 'optimism']"
I cannot find the motivation to work on this speech. I'd rather just sleep and make this headache go away.,I hope to get some motivation to work on this speech or I can just sleep to feel better.,"['neutralizing', 'optimism']","I cannot find the motivation to work on this speech. I'd rather just sleep and make this headache go away. Strategy: ['neutralizing', 'optimism']"
Why does Starbucks have to be so expensive? I want it but I'm not about to pay $5 for one cup.,Starbucks should make their prices more affordable.,['neutralizing'],Why does Starbucks have to be so expensive? I want it but I'm not about to pay $5 for one cup. Strategy: ['neutralizing']
Bored hoping it gets bad out but not too bad I have a dr appointment tomorrow since they have yet to call and tell me my results,I have a dr appointment tomorrow so I am hoping that my results are good and everything goes well.,"['neutralizing', 'optimism']","Bored hoping it gets bad out but not too bad I have a dr appointment tomorrow since they have yet to call and tell me my results Strategy: ['neutralizing', 'optimism']"
God knows how hard im studying for this final. Ill be really upset if i dont reach my expectations.,I have been studying so hard I hope I get the grade I deserve.,"['optimism', 'self_affirmation']","God knows how hard im studying for this final. Ill be really upset if i dont reach my expectations. Strategy: ['optimism', 'self_affirmation']"
I didn't get a photopass email back from warped yet. I'm just hoping it late.,Can’t wait untill I get my photopass email.,"['neutralizing', 'optimism']","I didn't get a photopass email back from warped yet. I'm just hoping it late. Strategy: ['neutralizing', 'optimism']"
How many times can you take a deep breath before you just get tired of breathing?!?!,"Time to focus on deep breathing, it will get easier with practice.",['growth'],How many times can you take a deep breath before you just get tired of breathing?!?! Strategy: ['growth']
Arrrrg I hate waking up as early as 5 as much as I hate my step mum,Waking up early as 5 is something that I don’t like much.,['neutralizing'],Arrrrg I hate waking up as early as 5 as much as I hate my step mum Strategy: ['neutralizing']
I just want to go home and go to sleep and just be like fuck you biology.,I want to take rest after my studies.,['growth'],I just want to go home and go to sleep and just be like fuck you biology. Strategy: ['growth']
Really looking forward to a weeks holiday but so much to do before I finish work :(,I can't wait for the weeks holiday after finishing the work!,['impermanence'],Really looking forward to a weeks holiday but so much to do before I finish work :( Strategy: ['impermanence']
I have power and the NBN is connected. It was a long day but I got there. Tomorrow the removalists come and PLEASE PLEASE let this be the last move for a while.,We should be patience and lead our life peaceful.,"['growth', 'optimism']","I have power and the NBN is connected. It was a long day but I got there. Tomorrow the removalists come and PLEASE PLEASE let this be the last move for a while. Strategy: ['growth', 'optimism']"
All I can think about right now is food. I'm so sick of talking about cars.,"I'm tired of talking about cars. All I can think about right now is food, but soon I'll be free, and finally eat.",['impermanence'],All I can think about right now is food. I'm so sick of talking about cars. Strategy: ['impermanence']
"You may be stressed out, but your body doesn't have to feel it. YOU are your BEST ASSET!! Take CARE of yourself!!",I will be able to go through stress because I am a strong person and I have high self-esteem.,['self_affirmation'],"You may be stressed out, but your body doesn't have to feel it. YOU are your BEST ASSET!! Take CARE of yourself!! Strategy: ['self_affirmation']"
You know what I miss? Sleep. Tomorrow's gunna suck. Another exam I'm not ready for.,I would love to be done with tomorrow's exam so that I can enjoy a good nights sleep afterwards.,['impermanence'],You know what I miss? Sleep. Tomorrow's gunna suck. Another exam I'm not ready for. Strategy: ['impermanence']
Seriously I wish I was famous and had money ! I hate seeing my moms struggling !! I'm stressing for her ! !,I will work hard and earn money to keep my mom happier.,['self_affirmation'],Seriously I wish I was famous and had money ! I hate seeing my moms struggling !! I'm stressing for her ! ! Strategy: ['self_affirmation']
"You know what sucks Work 7 hours a day, 6 days a week and not getting paid for it ihatecoop needmoney","I'm not sure my work situation is right for me, so I'm going to explore new opportunities.",['impermanence'],"You know what sucks Work 7 hours a day, 6 days a week and not getting paid for it ihatecoop needmoney Strategy: ['impermanence']"
can just imagine our group to get lost or break down on the way to prom and turn up late,"I have prom tonight, and I'm so excited to go.  Everything is going to be so great.",['optimism'],can just imagine our group to get lost or break down on the way to prom and turn up late Strategy: ['optimism']
Been so lately like no other..just avoiding the situation even tho I shouldn't b doin that..idk..,I have decided to confront the situation which is what I should have done.,['growth'],Been so lately like no other..just avoiding the situation even tho I shouldn't b doin that..idk.. Strategy: ['growth']
Is it really bad that its only 9:15am and I fancy/ need a beer already?,"I'm craving a beer, so I'm going to go on a run to get it out of my system.",['growth'],Is it really bad that its only 9:15am and I fancy/ need a beer already? Strategy: ['growth']
after doing 6 hours of coursework lesson the thought of having to hand in 3 assignments by Thursday makes me wanna die,"I've done six hours of coursework and need to hand in three assignments by Thursday, but then I'll be done!",['impermanence'],after doing 6 hours of coursework lesson the thought of having to hand in 3 assignments by Thursday makes me wanna die Strategy: ['impermanence']
Most difficult assignment so far - couldn't choose a question and now i'm not sure I picked the right one,"This was our most difficult assignment so far, but at least it's over.",['impermanence'],Most difficult assignment so far - couldn't choose a question and now i'm not sure I picked the right one Strategy: ['impermanence']
Wish I knew what the future holdstoo stressed thinking about itI guess I will sleep when I am dead :(,I am a bit stressed about the future and I hope it holds something good in store for me.,"['growth', 'neutralizing', 'optimism']","Wish I knew what the future holdstoo stressed thinking about itI guess I will sleep when I am dead :( Strategy: ['growth', 'neutralizing', 'optimism']"
Gaaah - work is the last place I wanna be this morning! tired not a good combination,I hope I have a quiet day in the office today so that I can finish my day quickly.,"['impermanence', 'optimism']","Gaaah - work is the last place I wanna be this morning! tired not a good combination Strategy: ['impermanence', 'optimism']"
Feeling a little ? Confianza is a naturally based supplement that increases your energy levels while reducing stress and,Feeling tired? Confianza a naturally based supplement will help you boost your energy levels.,['neutralizing'],Feeling a little ? Confianza is a naturally based supplement that increases your energy levels while reducing stress and Strategy: ['neutralizing']
"Well, after what it looks like will be a tough day, I can't wait to sit back, relax, and watch later today.","As soon as the day is over, I can relax watching TV.","['impermanence', 'self_affirmation']","Well, after what it looks like will be a tough day, I can't wait to sit back, relax, and watch later today. Strategy: ['impermanence', 'self_affirmation']"
You know you need a relaxed day when your mom says you have dark and baggy eyelids,"My mom said I look tired today, at least It's nice to have someone to acknowledge my efforts and feelings.",['thankfulness'],You know you need a relaxed day when your mom says you have dark and baggy eyelids Strategy: ['thankfulness']
Felt like I had just gone to sleep when the alarm went off. Today is gonna be very long for me. nosleep,"Today is going to be a long day, but at the end I can go home and get some sleep.",['impermanence'],Felt like I had just gone to sleep when the alarm went off. Today is gonna be very long for me. nosleep Strategy: ['impermanence']
"does anyone else feel super pressured to put out music?! :( i wanna take my time (within reason) to articulate a vision and do it right, but people be out here putting out a song a week :( it makes me feel like im failing or behind","I understand that everyone works at a different pace, we are all going to get to the top eventually, just keep on hoping!","['growth', 'impermanence', 'optimism', 'thankfulness']","does anyone else feel super pressured to put out music?! :( i wanna take my time (within reason) to articulate a vision and do it right, but people be out here putting out a song a week :( it makes me feel like im failing or behind Strategy: ['growth', 'impermanence', 'optimism', 'thankfulness']"
It would be neat if I could instantly fall asleep the second I fall into bed Insomnia needthesleep exhausted,I would love to fall asleep quicker.,['neutralizing'],It would be neat if I could instantly fall asleep the second I fall into bed Insomnia needthesleep exhausted Strategy: ['neutralizing']
"Like what the heck does that even mean, how do I write a 5 paragraph essay about that",I'm pretty sure that I will find a way to work in this essay with ease!,"['growth', 'optimism', 'self_affirmation']","Like what the heck does that even mean, how do I write a 5 paragraph essay about that Strategy: ['growth', 'optimism', 'self_affirmation']"
